x,y,tipo
25,6,Pasture
26,6,Pasture
27,6,Pasture
28,6,Pasture
29,6,Pasture
30,6,Pasture
31,6,Pasture
32,6,Pasture
33,6,Pasture
34,6,Pasture
35,6,Pasture
36,6,Pasture
37,6,Pasture
38,6,Pasture
39,6,Pasture
40,6,Pasture
41,6,Pasture
42,6,Pasture
43,6,Pasture
44,6,Pasture
45,6,Pasture
46,6,Pasture
47,6,Pasture
48,6,Pasture
49,6,Pasture
50,6,PA
51,6,PA
52,6,PA
53,6,PA
54,6,PA
55,6,PA
56,6,PA
57,6,PA
58,6,PA
59,6,PA
60,6,PA
61,6,PA
62,6,PA
63,6,PA
64,6,PA
65,6,PA
66,6,PA
67,6,PA
68,6,PA
69,6,PA
70,6,PA
71,6,Forest
72,6,Forest
73,6,Forest
74,6,Forest
75,6,Forest
76,6,Forest
77,6,Forest
78,6,Forest
79,6,Forest
80,6,Forest
81,6,Forest
82,6,Forest
83,6,Forest
84,6,Forest
85,6,Forest
86,6,Forest
87,6,Forest
88,6,Forest
89,6,Forest
90,6,Forest
91,6,Forest
92,6,Forest
93,6,Forest
94,6,Forest
95,6,Forest
96,6,Forest
97,6,Forest
98,6,Forest
99,6,Forest
100,6,Pasture
1,7,Pasture
2,7,Pasture
3,7,Pasture
4,7,Pasture
5,7,Pasture
6,7,Pasture
7,7,Pasture
8,7,Pasture
9,7,Pasture
10,7,Pasture
11,7,Pasture
12,7,Pasture
13,7,Pasture
14,7,Pasture
15,7,Pasture
16,7,Pasture
17,7,Pasture
18,7,Pasture
19,7,Pasture
20,7,Pasture
21,7,Pasture
22,7,Pasture
23,7,Pasture
24,7,Pasture
25,7,Pasture
26,7,Pasture
27,7,Pasture
28,7,Pasture
29,7,Pasture
30,7,Pasture
31,7,Pasture
32,7,Pasture
33,7,Pasture
34,7,Pasture
35,7,Pasture
36,7,Pasture
37,7,Pasture
38,7,Pasture
39,7,Pasture
40,7,Pasture
41,7,Pasture
42,7,Pasture
43,7,Pasture
44,7,Pasture
45,7,Pasture
46,7,Pasture
47,7,Pasture
48,7,Pasture
49,7,Pasture
50,7,PA
51,7,PA
52,7,PA
53,7,PA
54,7,PA
55,7,PA
56,7,PA
57,7,PA
58,7,PA
59,7,PA
60,7,PA
61,7,PA
62,7,PA
63,7,PA
64,7,PA
65,7,PA
66,7,PA
67,7,PA
68,7,PA
69,7,PA
70,7,PA
71,7,Forest
72,7,Forest
73,7,Forest
74,7,Forest
75,7,Forest
76,7,Forest
77,7,Forest
78,7,Forest
79,7,Forest
80,7,Forest
81,7,Forest
82,7,Forest
83,7,Forest
84,7,Forest
85,7,Forest
86,7,Forest
87,7,Forest
88,7,Forest
89,7,Forest
90,7,Forest
91,7,Forest
92,7,Forest
93,7,Forest
94,7,Forest
95,7,Forest
96,7,Forest
97,7,Forest
98,7,Forest
99,7,Forest
100,7,Pasture
1,8,Pasture
2,8,Pasture
3,8,Pasture
4,8,Pasture
5,8,Pasture
6,8,Pasture
7,8,Pasture
8,8,Pasture
9,8,Pasture
10,8,Pasture
11,8,Pasture
12,8,Pasture
13,8,Pasture
14,8,Pasture
15,8,Pasture
16,8,Pasture
17,8,Pasture
18,8,Pasture
19,8,Pasture
20,8,Pasture
21,8,Pasture
22,8,Pasture
23,8,Pasture
24,8,Pasture
25,8,Pasture
26,8,Pasture
27,8,Pasture
28,8,Pasture
29,8,Pasture
30,8,Pasture
31,8,Pasture
32,8,Pasture
33,8,Pasture
34,8,Pasture
35,8,Pasture
36,8,Pasture
37,8,Pasture
38,8,Pasture
39,8,Pasture
40,8,Pasture
41,8,Pasture
42,8,Pasture
43,8,Pasture
44,8,Pasture
45,8,Pasture
46,8,Pasture
47,8,Pasture
48,8,Pasture
49,8,Pasture
50,8,PA
51,8,PA
52,8,PA
53,8,PA
54,8,PA
55,8,PA
56,8,PA
57,8,PA
58,8,PA
59,8,PA
60,8,PA
61,8,PA
62,8,PA
63,8,PA
64,8,PA
65,8,PA
66,8,PA
67,8,PA
68,8,PA
69,8,PA
70,8,PA
71,8,Forest
72,8,Forest
73,8,Forest
74,8,Forest
75,8,Forest
76,8,Forest
77,8,Forest
78,8,Forest
79,8,Forest
80,8,Forest
81,8,Forest
82,8,Forest
83,8,Forest
84,8,Forest
85,8,Forest
86,8,Forest
87,8,Forest
88,8,Forest
89,8,Forest
90,8,Forest
91,8,Forest
92,8,Forest
93,8,Forest
94,8,Forest
95,8,Forest
96,8,Forest
97,8,Forest
98,8,Forest
99,8,Forest
100,8,Pasture
1,9,Pasture
2,9,Pasture
3,9,Pasture
4,9,Pasture
5,9,Pasture
6,9,Pasture
7,9,Pasture
8,9,Pasture
9,9,Pasture
10,9,Pasture
11,9,Pasture
12,9,Pasture
13,9,Pasture
14,9,Pasture
15,9,Pasture
16,9,Pasture
17,9,Pasture
18,9,Pasture
19,9,Pasture
20,9,Pasture
21,9,Pasture
22,9,Pasture
23,9,Pasture
24,9,Pasture
25,9,Pasture
26,9,Pasture
27,9,Pasture
28,9,Pasture
29,9,Pasture
30,9,Pasture
31,9,Pasture
32,9,Pasture
33,9,Pasture
34,9,Pasture
35,9,Pasture
36,9,Pasture
37,9,Pasture
38,9,Pasture
39,9,Pasture
40,9,Pasture
41,9,Pasture
42,9,Pasture
43,9,Pasture
44,9,Pasture
45,9,Pasture
46,9,Pasture
47,9,Pasture
48,9,Pasture
49,9,Pasture
50,9,PA
51,9,PA
52,9,PA
53,9,PA
54,9,PA
55,9,PA
56,9,PA
57,9,PA
58,9,PA
59,9,PA
60,9,PA
61,9,PA
62,9,PA
63,9,PA
64,9,PA
65,9,PA
66,9,PA
67,9,PA
68,9,PA
69,9,PA
70,9,PA
71,9,Forest
72,9,Forest
73,9,Forest
74,9,Forest
75,9,Forest
76,9,Forest
77,9,Forest
78,9,Forest
79,9,Forest
80,9,Forest
81,9,Forest
82,9,Forest
83,9,Forest
84,9,Forest
85,9,Forest
86,9,Forest
87,9,Forest
88,9,Forest
89,9,Forest
90,9,Forest
91,9,Forest
92,9,Forest
93,9,Forest
94,9,Forest
95,9,Forest
96,9,Forest
97,9,Forest
98,9,Forest
99,9,Forest
100,9,Pasture
1,10,Pasture
2,10,Pasture
3,10,Pasture
4,10,Pasture
5,10,Pasture
6,10,Pasture
7,10,Pasture
8,10,Pasture
9,10,Pasture
10,10,Pasture
11,10,Pasture
12,10,Pasture
13,10,Pasture
14,10,Pasture
15,10,Pasture
16,10,Pasture
17,10,Pasture
18,10,Pasture
19,10,Pasture
20,10,Pasture
21,10,Pasture
22,10,Pasture
23,10,Pasture
24,10,Pasture
25,10,Pasture
26,10,Pasture
27,10,Pasture
28,10,Pasture
29,10,Pasture
30,10,Pasture
31,10,Pasture
32,10,Pasture
33,10,Pasture
34,10,Pasture
35,10,Pasture
36,10,Pasture
37,10,Pasture
38,10,Pasture
39,10,Pasture
40,10,Pasture
41,10,Pasture
42,10,Pasture
43,10,Pasture
44,10,Pasture
45,10,Pasture
46,10,Pasture
47,10,Pasture
48,10,Pasture
49,10,PA
50,10,PA
51,10,PA
52,10,PA
53,10,PA
54,10,PA
55,10,PA
56,10,PA
57,10,PA
58,10,PA
59,10,PA
60,10,PA
61,10,PA
62,10,PA
63,10,PA
64,10,PA
65,10,PA
66,10,PA
67,10,PA
68,10,PA
69,10,PA
70,10,PA
71,10,Forest
72,10,Forest
73,10,Forest
74,10,Forest
75,10,Forest
76,10,Forest
77,10,Forest
78,10,Forest
79,10,Forest
80,10,Forest
81,10,Forest
82,10,Forest
83,10,Forest
84,10,Forest
85,10,Forest
86,10,Forest
87,10,Forest
88,10,Forest
89,10,Forest
90,10,Forest
91,10,Forest
92,10,Forest
93,10,Forest
94,10,Forest
95,10,Forest
96,10,Forest
97,10,Forest
98,10,Forest
99,10,Forest
100,10,Pasture
1,11,Pasture
2,11,Pasture
3,11,Pasture
4,11,Pasture
5,11,Pasture
6,11,Pasture
7,11,Pasture
8,11,Pasture
9,11,Pasture
10,11,Pasture
11,11,Pasture
12,11,Pasture
13,11,Pasture
14,11,Pasture
15,11,Pasture
16,11,Pasture
17,11,Pasture
18,11,Pasture
19,11,Pasture
20,11,Pasture
21,11,Pasture
22,11,Pasture
23,11,Pasture
24,11,Pasture
25,11,Pasture
26,11,Pasture
27,11,Pasture
28,11,Pasture
29,11,Pasture
30,11,Pasture
31,11,Pasture
32,11,Pasture
33,11,Pasture
34,11,Pasture
35,11,Pasture
36,11,Pasture
37,11,Pasture
38,11,Pasture
39,11,Pasture
40,11,Pasture
41,11,Pasture
42,11,Pasture
43,11,Pasture
44,11,Pasture
45,11,Pasture
46,11,Pasture
47,11,Pasture
48,11,Pasture
49,11,PA
50,11,PA
51,11,PA
52,11,PA
53,11,PA
54,11,PA
55,11,PA
56,11,PA
57,11,PA
58,11,PA
59,11,PA
60,11,PA
61,11,PA
62,11,PA
63,11,PA
64,11,PA
65,11,PA
66,11,PA
67,11,PA
68,11,PA
69,11,PA
70,11,PA
71,11,Forest
72,11,Forest
73,11,Forest
74,11,Forest
75,11,Forest
76,11,Forest
77,11,Forest
78,11,Forest
79,11,Forest
80,11,Forest
81,11,Forest
82,11,Forest
83,11,Forest
84,11,Forest
85,11,Forest
86,11,Forest
87,11,Forest
88,11,Forest
89,11,Forest
90,11,Forest
91,11,Forest
92,11,Forest
93,11,Forest
94,11,Forest
95,11,Forest
96,11,Forest
97,11,Forest
98,11,Forest
99,11,Forest
100,11,Pasture
1,12,Pasture
2,12,Pasture
3,12,Pasture
4,12,Pasture
5,12,Pasture
6,12,Pasture
7,12,Pasture
8,12,Pasture
9,12,Pasture
10,12,Pasture
11,12,Pasture
12,12,Pasture
13,12,Pasture
14,12,Pasture
15,12,Pasture
16,12,Pasture
17,12,Pasture
18,12,Pasture
19,12,Pasture
20,12,Pasture
21,12,Pasture
22,12,Pasture
23,12,Pasture
24,12,Pasture
25,12,Pasture
26,12,Pasture
27,12,Pasture
28,12,Pasture
29,12,Pasture
30,12,Pasture
31,12,Pasture
32,12,Pasture
33,12,Pasture
34,12,Pasture
35,12,Pasture
36,12,Pasture
37,12,Pasture
38,12,Pasture
39,12,Pasture
40,12,Pasture
41,12,Pasture
42,12,Pasture
43,12,Pasture
44,12,Pasture
45,12,Pasture
46,12,Pasture
47,12,Pasture
48,12,Pasture
49,12,PA
50,12,PA
51,12,PA
52,12,PA
53,12,PA
54,12,PA
55,12,PA
56,12,PA
57,12,PA
58,12,PA
59,12,PA
60,12,PA
61,12,PA
62,12,PA
63,12,PA
64,12,PA
65,12,PA
66,12,PA
67,12,PA
68,12,PA
69,12,PA
70,12,PA
71,12,Forest
72,12,Forest
73,12,Forest
74,12,Forest
75,12,Forest
76,12,Forest
77,12,Forest
78,12,Forest
79,12,Forest
80,12,Forest
81,12,Forest
82,12,Forest
83,12,Forest
84,12,Forest
85,12,Forest
86,12,Forest
87,12,Forest
88,12,Forest
89,12,Forest
90,12,Forest
91,12,Forest
92,12,Forest
93,12,Forest
94,12,Forest
95,12,Forest
96,12,Forest
97,12,Forest
98,12,Forest
99,12,Forest
100,12,Pasture
1,13,Pasture
2,13,Pasture
3,13,Pasture
4,13,Pasture
5,13,Pasture
6,13,Pasture
7,13,Pasture
8,13,Pasture
9,13,Pasture
10,13,Pasture
11,13,Pasture
12,13,Pasture
13,13,Pasture
14,13,Pasture
15,13,Pasture
16,13,Pasture
17,13,Pasture
18,13,Pasture
19,13,Pasture
20,13,Pasture
21,13,Pasture
22,13,Pasture
23,13,Pasture
24,13,Pasture
25,13,Pasture
26,13,Pasture
27,13,Pasture
28,13,Pasture
29,13,Pasture
30,13,Pasture
31,13,Pasture
32,13,Pasture
33,13,Pasture
34,13,Pasture
35,13,Pasture
36,13,Pasture
37,13,Pasture
38,13,Pasture
39,13,Pasture
40,13,Pasture
41,13,Pasture
42,13,Pasture
43,13,Pasture
44,13,Pasture
45,13,Pasture
46,13,Pasture
47,13,Pasture
48,13,Pasture
49,13,PA
50,13,PA
51,13,PA
52,13,PA
53,13,PA
54,13,PA
55,13,PA
56,13,PA
57,13,PA
58,13,PA
59,13,PA
60,13,PA
61,13,PA
62,13,PA
63,13,PA
64,13,PA
65,13,PA
66,13,PA
67,13,PA
68,13,PA
69,13,PA
70,13,PA
71,13,Forest
72,13,Forest
73,13,Forest
74,13,Forest
75,13,Forest
76,13,Forest
77,13,Forest
78,13,Forest
79,13,Forest
80,13,Forest
81,13,Forest
82,13,Forest
83,13,Forest
84,13,Forest
85,13,Forest
86,13,Forest
87,13,Forest
88,13,Forest
89,13,Forest
90,13,Forest
91,13,Forest
92,13,Forest
93,13,Forest
94,13,Forest
95,13,Forest
96,13,Forest
97,13,Forest
98,13,Forest
99,13,Forest
100,13,Pasture
1,14,Pasture
2,14,Pasture
3,14,Pasture
4,14,Pasture
5,14,Pasture
6,14,Pasture
7,14,Pasture
8,14,Pasture
9,14,Pasture
10,14,Pasture
11,14,Pasture
12,14,Pasture
13,14,Pasture
14,14,Pasture
15,14,Pasture
16,14,Pasture
17,14,Pasture
18,14,Pasture
19,14,Pasture
20,14,Pasture
21,14,Pasture
22,14,Pasture
23,14,Pasture
24,14,Pasture
25,14,Pasture
26,14,Pasture
27,14,Pasture
28,14,Pasture
29,14,Pasture
30,14,Pasture
31,14,Pasture
32,14,Pasture
33,14,Pasture
34,14,Pasture
35,14,Pasture
36,14,Pasture
37,14,Pasture
38,14,Pasture
39,14,Pasture
40,14,Pasture
41,14,Pasture
42,14,Pasture
43,14,Pasture
44,14,Pasture
45,14,Pasture
46,14,Pasture
47,14,Pasture
48,14,PA
49,14,PA
50,14,PA
51,14,PA
52,14,PA
53,14,PA
54,14,PA
55,14,PA
56,14,PA
57,14,PA
58,14,PA
59,14,PA
60,14,PA
61,14,PA
62,14,PA
63,14,PA
64,14,PA
65,14,PA
66,14,PA
67,14,PA
68,14,PA
69,14,PA
70,14,PA
71,14,Forest
72,14,Forest
73,14,Forest
74,14,Forest
75,14,Forest
76,14,Forest
77,14,Forest
78,14,Forest
79,14,Forest
80,14,Forest
81,14,Forest
82,14,Forest
83,14,Forest
84,14,Forest
85,14,Forest
86,14,Forest
87,14,Forest
88,14,Forest
89,14,Forest
90,14,Forest
91,14,Forest
92,14,Forest
93,14,Forest
94,14,Forest
95,14,Forest
96,14,Forest
97,14,Forest
98,14,Forest
99,14,Forest
100,14,Pasture
1,15,Pasture
2,15,Pasture
3,15,Pasture
4,15,Pasture
5,15,Pasture
6,15,Pasture
7,15,Pasture
8,15,Pasture
9,15,Pasture
10,15,Pasture
11,15,Pasture
12,15,Pasture
13,15,Pasture
14,15,Pasture
15,15,Pasture
16,15,Pasture
17,15,Pasture
18,15,Pasture
19,15,Pasture
20,15,Pasture
21,15,Pasture
22,15,Pasture
23,15,Pasture
24,15,Pasture
25,15,Pasture
26,15,Pasture
27,15,Pasture
28,15,Pasture
29,15,Pasture
30,15,Pasture
31,15,Pasture
32,15,Pasture
33,15,Pasture
34,15,Pasture
35,15,Pasture
36,15,Pasture
37,15,Pasture
38,15,Pasture
39,15,Pasture
40,15,Pasture
41,15,Pasture
42,15,Pasture
43,15,Pasture
44,15,Pasture
45,15,Pasture
46,15,Pasture
47,15,Pasture
48,15,PA
49,15,PA
50,15,PA
51,15,PA
52,15,PA
53,15,PA
54,15,PA
55,15,PA
56,15,PA
57,15,PA
58,15,PA
59,15,PA
60,15,PA
61,15,PA
62,15,PA
63,15,PA
64,15,PA
65,15,PA
66,15,PA
67,15,PA
68,15,PA
69,15,PA
70,15,PA
71,15,Forest
72,15,Forest
73,15,Forest
74,15,Forest
75,15,Forest
76,15,Forest
77,15,Forest
78,15,Forest
79,15,Forest
80,15,Forest
81,15,Forest
82,15,Forest
83,15,Forest
84,15,Forest
85,15,Forest
86,15,Forest
87,15,Forest
88,15,Forest
89,15,Forest
90,15,Forest
91,15,Forest
92,15,Forest
93,15,Forest
94,15,Forest
95,15,Forest
96,15,Forest
97,15,Forest
98,15,Forest
99,15,Pasture
100,15,Pasture
1,16,Pasture
2,16,Pasture
3,16,Pasture
4,16,Pasture
5,16,Pasture
6,16,Pasture
7,16,Pasture
8,16,Pasture
9,16,Pasture
10,16,Pasture
11,16,Pasture
12,16,Pasture
13,16,Pasture
14,16,Pasture
15,16,Pasture
16,16,Pasture
17,16,Pasture
18,16,Pasture
19,16,Pasture
20,16,Pasture
21,16,Pasture
22,16,Pasture
23,16,Pasture
24,16,Pasture
25,16,Pasture
26,16,Pasture
27,16,Pasture
28,16,Pasture
29,16,Pasture
30,16,Pasture
31,16,Pasture
32,16,Pasture
33,16,Pasture
34,16,Pasture
35,16,Pasture
36,16,Pasture
37,16,Pasture
38,16,Pasture
39,16,Pasture
40,16,Pasture
41,16,Pasture
42,16,Pasture
43,16,Pasture
44,16,Pasture
45,16,Pasture
46,16,Pasture
47,16,Pasture
48,16,PA
49,16,PA
50,16,PA
51,16,PA
52,16,PA
53,16,PA
54,16,PA
55,16,PA
56,16,PA
57,16,PA
58,16,PA
59,16,PA
60,16,PA
61,16,PA
62,16,PA
63,16,PA
64,16,PA
65,16,PA
66,16,PA
67,16,PA
68,16,PA
69,16,PA
70,16,PA
71,16,Forest
72,16,Forest
73,16,Forest
74,16,Forest
75,16,Forest
76,16,Forest
77,16,Forest
78,16,Forest
79,16,Forest
80,16,Forest
81,16,Forest
82,16,Forest
83,16,Forest
84,16,Forest
85,16,Forest
86,16,Forest
87,16,Forest
88,16,Forest
89,16,Forest
90,16,Forest
91,16,Forest
92,16,Forest
93,16,Forest
94,16,Forest
95,16,Forest
96,16,Forest
97,16,Forest
98,16,Forest
99,16,Pasture
100,16,Pasture
1,17,Pasture
2,17,Pasture
3,17,Pasture
4,17,Pasture
5,17,Pasture
6,17,Pasture
7,17,Pasture
8,17,Pasture
9,17,Pasture
10,17,Pasture
11,17,Pasture
12,17,Pasture
13,17,Pasture
14,17,Pasture
15,17,Pasture
16,17,Pasture
17,17,Pasture
18,17,Pasture
19,17,Pasture
20,17,Pasture
21,17,Pasture
22,17,Pasture
23,17,Pasture
24,17,Pasture
25,17,Pasture
26,17,Pasture
27,17,Pasture
28,17,Pasture
29,17,Pasture
30,17,Pasture
31,17,Pasture
32,17,Pasture
33,17,Pasture
34,17,Pasture
35,17,Pasture
36,17,Pasture
37,17,Pasture
38,17,Pasture
39,17,Pasture
40,17,Pasture
41,17,Pasture
42,17,Pasture
43,17,Pasture
44,17,Pasture
45,17,Pasture
46,17,Pasture
47,17,Pasture
48,17,PA
49,17,PA
50,17,PA
51,17,PA
52,17,PA
53,17,PA
54,17,PA
55,17,PA
56,17,PA
57,17,PA
58,17,PA
59,17,PA
60,17,PA
61,17,PA
62,17,PA
63,17,PA
64,17,PA
65,17,PA
66,17,PA
67,17,PA
68,17,PA
69,17,PA
70,17,PA
71,17,Forest
72,17,Forest
73,17,Forest
74,17,Forest
75,17,Forest
76,17,Forest
77,17,Forest
78,17,Forest
79,17,Forest
80,17,Forest
81,17,Forest
82,17,Forest
83,17,Forest
84,17,Forest
85,17,Forest
86,17,Forest
87,17,Forest
88,17,Forest
89,17,Forest
